192, 328, 0.2
192, 328, 0
199, 332, 0
203, 326, 0
203, 326, 0.2
161, 325, 0.2
161, 325, 0
171, 350, 0
172, 339, 0
188, 345, 0
195, 336, 0
181, 324, 0
177, 332, 0
177, 332, 0.2
79, 322, 0.2
79, 322, 0
24, 349, 0
0, 375, 0
27, 352, 0
68, 334, 0
35, 385, 0
5, 479, 0
40, 376, 0
40, 376, 0.2
27, 309, 0.2
27, 309, 0
12, 316, 0
12, 316, 0.2
593, 305, 0.2
593, 305, 0
584, 310, 0
584, 310, 0.2
104, 295, 0.2
104, 295, 0
109, 302, 0
109, 302, 0.2
6, 278, 0.2
6, 278, 0
0, 298, 0
6, 290, 0
9, 312, 0
0, 317, 0
31, 304, 0
12, 293, 0
12, 293, 0.2
560, 268, 0.2
560, 268, 0
572, 275, 0
572, 275, 0.2
459, 268, 0.2
459, 268, 0
455, 278, 0
455, 278, 0.2
243, 268, 0.2
243, 268, 0
236, 272, 0
236, 272, 0.2
149, 265, 0.2
149, 265, 0
163, 276, 0
163, 265, 0
159, 271, 0
159, 271, 0.2
190, 256, 0.2
190, 256, 0
181, 266, 0
181, 266, 0.2
90, 254, 0.2
90, 254, 0
92, 294, 0
74, 296, 0
77, 271, 0
74, 285, 0
48, 304, 0
65, 304, 0
50, 302, 0
61, 297, 0
95, 304, 0
95, 304, 0.2
173, 253, 0.2
173, 253, 0
174, 278, 0
165, 280, 0
198, 280, 0
172, 276, 0
202, 266, 0
201, 261, 0
178, 271, 0
178, 271, 0.2
0, 278, 0.2
0, 278, 0
15, 258, 0
49, 244, 0
7, 261, 0
0, 233, 0
0, 233, 0.2
201, 232, 0.2
201, 232, 0
181, 245, 0
184, 255, 0
202, 246, 0
202, 246, 0.2
568, 257, 0.2
568, 257, 0
578, 270, 0
586, 264, 0
596, 268, 0
591, 259, 0
603, 261, 0
600, 268, 0
611, 269, 0
600, 275, 0
632, 270, 0
628, 247, 0
618, 245, 0
627, 242, 0
614, 244, 0
609, 237, 0
627, 236, 0
606, 227, 0
597, 239, 0
603, 246, 0
587, 245, 0
606, 257, 0
583, 247, 0
582, 266, 0
579, 256, 0
576, 262, 0
576, 262, 0.2
191, 219, 0.2
191, 219, 0
196, 218, 0
196, 218, 0.2
637, 213, 0.2
637, 213, 0
595, 216, 0
615, 230, 0
634, 219, 0
618, 216, 0
618, 216, 0.2
499, 212, 0.2
499, 212, 0
491, 225, 0
477, 219, 0
473, 224, 0
497, 224, 0
497, 224, 0.2
428, 211, 0.2
428, 211, 0
421, 224, 0
421, 224, 0.2
464, 206, 0.2
464, 206, 0
467, 226, 0
467, 226, 0.2
28, 197, 0.2
28, 197, 0
39, 214, 0
37, 196, 0
37, 196, 0.2
500, 200, 0.2
500, 200, 0
487, 194, 0
467, 206, 0
484, 196, 0
489, 206, 0
489, 206, 0.2
603, 193, 0.2
603, 193, 0
637, 192, 0
637, 192, 0.2
111, 190, 0.2
111, 190, 0
93, 188, 0
84, 204, 0
80, 191, 0
64, 192, 0
68, 246, 0
75, 246, 0
66, 221, 0
80, 219, 0
69, 217, 0
80, 195, 0
83, 210, 0
105, 191, 0
111, 197, 0
111, 197, 0.2
185, 180, 0.2
185, 180, 0
165, 182, 0
164, 192, 0
171, 192, 0
170, 181, 0
170, 181, 0.2
197, 179, 0.2
197, 179, 0
187, 179, 0
196, 180, 0
195, 187, 0
176, 191, 0
180, 224, 0
189, 211, 0
199, 215, 0
184, 210, 0
199, 209, 0
199, 209, 0.2
87, 145, 0.2
87, 145, 0
97, 167, 0
124, 161, 0
134, 182, 0
137, 172, 0
159, 197, 0
156, 186, 0
138, 177, 0
137, 155, 0
132, 172, 0
126, 161, 0
99, 164, 0
89, 154, 0
114, 144, 0
136, 151, 0
135, 137, 0
107, 142, 0
105, 136, 0
105, 136, 0.2
9, 134, 0.2
9, 134, 0
8, 141, 0
8, 141, 0.2
193, 131, 0.2
193, 131, 0
156, 135, 0
167, 166, 0
178, 162, 0
173, 176, 0
195, 168, 0
194, 139, 0
172, 148, 0
166, 143, 0
193, 137, 0
193, 137, 0.2
149, 124, 0.2
149, 124, 0
166, 126, 0
166, 126, 0.2
512, 107, 0.2
512, 107, 0
509, 126, 0
509, 126, 0.2
330, 112, 0.2
330, 112, 0
315, 96, 0
290, 99, 0
275, 108, 0
273, 118, 0
303, 112, 0
279, 125, 0
274, 136, 0
313, 135, 0
324, 129, 0
324, 129, 0.2
639, 94, 0.2
639, 94, 0
599, 98, 0
605, 174, 0
584, 197, 0
593, 215, 0
588, 203, 0
600, 187, 0
636, 166, 0
636, 166, 0.2
359, 100, 0.2
359, 100, 0
361, 128, 0
384, 135, 0
400, 130, 0
394, 118, 0
373, 111, 0
385, 106, 0
399, 112, 0
393, 99, 0
372, 94, 0
372, 94, 0.2
499, 41, 0.2
499, 41, 0
494, 45, 0
494, 45, 0.2
341, 33, 0.2
341, 33, 0
347, 35, 0
347, 35, 0.2
513, 39, 0.2
513, 39, 0
507, 42, 0
513, 43, 0
504, 88, 0
482, 85, 0
479, 78, 0
472, 85, 0
456, 84, 0
452, 100, 0
471, 100, 0
452, 102, 0
452, 115, 0
470, 115, 0
452, 117, 0
452, 128, 0
427, 125, 0
420, 88, 0
400, 59, 0
429, 49, 0
430, 42, 0
395, 44, 0
369, 12, 0
303, 3, 0
271, 24, 0
247, 52, 0
221, 112, 0
222, 126, 0
201, 130, 0
208, 173, 0
226, 176, 0
211, 169, 0
205, 136, 0
221, 129, 0
222, 114, 0
239, 93, 0
230, 94, 0
235, 81, 0
268, 43, 0
287, 43, 0
302, 26, 0
337, 19, 0
375, 23, 0
399, 50, 0
395, 67, 0
423, 103, 0
430, 136, 0
422, 154, 0
404, 86, 0
388, 65, 0
338, 40, 0
303, 48, 0
263, 82, 0
254, 99, 0
252, 181, 0
236, 182, 0
236, 205, 0
227, 203, 0
222, 180, 0
217, 186, 0
205, 178, 0
213, 219, 0
223, 196, 0
222, 219, 0
236, 214, 0
235, 224, 0
252, 220, 0
254, 245, 0
237, 235, 0
229, 243, 0
231, 225, 0
208, 227, 0
222, 268, 0
233, 256, 0
231, 242, 0
245, 237, 0
263, 248, 0
292, 290, 0
286, 297, 0
308, 311, 0
253, 293, 0
249, 298, 0
260, 316, 0
220, 309, 0
284, 332, 0
248, 332, 0
248, 340, 0
310, 375, 0
290, 420, 0
323, 397, 0
373, 381, 0
386, 341, 0
391, 369, 0
402, 360, 0
401, 387, 0
425, 391, 0
423, 322, 0
403, 274, 0
414, 272, 0
397, 257, 0
422, 226, 0
405, 239, 0
416, 224, 0
416, 208, 0
402, 227, 0
396, 214, 0
388, 227, 0
359, 234, 0
356, 226, 0
372, 207, 0
330, 202, 0
328, 211, 0
343, 222, 0
339, 227, 0
354, 232, 0
325, 233, 0
308, 223, 0
303, 206, 0
324, 192, 0
361, 190, 0
397, 204, 0
400, 177, 0
389, 168, 0
389, 177, 0
380, 179, 0
365, 155, 0
336, 155, 0
318, 177, 0
305, 164, 0
282, 180, 0
295, 208, 0
284, 196, 0
272, 195, 0
270, 216, 0
241, 220, 0
236, 190, 0
245, 183, 0
244, 193, 0
251, 195, 0
250, 149, 0
264, 82, 0
303, 51, 0
334, 47, 0
376, 57, 0
400, 83, 0
420, 153, 0
419, 185, 0
427, 192, 0
424, 171, 0
436, 176, 0
429, 180, 0
507, 175, 0
503, 152, 0
512, 87, 0
513, 104, 0
513, 104, 0.2
